panel,odor,fly_id,glomerulus,delta_f_over_f,roi_depth_um,zscore_scaled_delta_f_over_f,maxabs_scaled_delta_f_over_f,to-avg-max_scaled_delta_f_over_f,split-minmax_scaled_delta_f_over_f,split-minmax-to-avg_scaled_delta_f_over_f,delta_spike_rate,date,fly_num
glomeruli_diagnostics,ms @ -3,9,DC1,-0.013891872701350975,20.0,-0.711139331390208,-0.008792706631241504,-0.020885011855414675,-0.043845442650084054,-0.016571224551228402,1,2023-06-22,1
megamat,ms @ -3,9,DC1,-0.026743558461410463,20.0,-0.7781397201028472,-0.01692703848371506,-0.04020620887695116,-0.08448832583092414,-0.03193205347418042,1,2023-06-22,1
glomeruli_diagnostics,ms @ -3,10,DC1,0.08202459199767138,20.0,-0.3472794979446754,0.034012133283093035,0.08078784345214116,0.03397577428130193,0.08070148117311776,1,2023-11-19,1
glomeruli_diagnostics,ms @ -3,11,DC1,-0.12351262225174368,23.333333333333332,-1.094752615493214,-0.04986864953045592,-0.11845127789849094,-0.27715773165650837,-0.1047507501302487,1,2023-11-21,1
glomeruli_diagnostics,ms @ -3,12,DC1,0.4381914981130864,30.0,1.012993854734631,0.16703446955747384,0.3967511965628011,0.16693914464444143,0.39652477459488006,1,2023-11-21,2
glomeruli_diagnostics,ms @ -3,13,DC1,0.6833272355749452,13.333333333333334,1.0520409322815958,0.1725440406414565,0.4098378901411334,0.17243742353897798,0.40958464622630264,1,2023-11-21,3
glomeruli_diagnostics,ms @ -3,14,DC1,-0.03474402225511356,10.0,-0.7014919351451694,-0.014037497784266585,-0.03334278282447025,-0.0978158601634137,-0.03696914628905857,1,2024-01-05,1
glomeruli_diagnostics,a-terp @ -3,1,DC1,0.4562031679769411,13.333333333333334,0.9580818370581272,0.2213265234044801,0.5257092336956102,0.22125560913242426,0.5255407934786532,85,2023-04-22,2
glomeruli_diagnostics,a-terp @ -3,2,DC1,0.23992457331086317,10.0,0.5462635600515203,0.19834715693224872,0.47112713954302643,0.19827362805592186,0.47095248894700337,85,2023-04-22,3
glomeruli_diagnostics,a-terp @ -3,3,DC1,0.33794505365132993,6.666666666666667,1.0837660282857846,0.19336169825416563,0.45928535202944215,0.19322648884516674,0.45896419379815623,85,2023-04-26,2
glomeruli_diagnostics,a-terp @ -3,4,DC1,0.49952240676829957,10.0,1.408718833794324,0.22614367892272777,0.5371512565365079,0.22602084590010368,0.5368594955075859,85,2023-04-26,3
glomeruli_diagnostics,a-terp @ -3,5,DC1,0.3426201884390581,10.0,0.22996955197034002,0.12523061251877635,0.2974559412482289,0.12519965206953124,0.2973824019642915,85,2023-05-08,1
glomeruli_diagnostics,a-terp @ -3,6,DC1,0.10530474016392759,13.333333333333334,-0.2821043826145543,0.053472226325873506,0.12701072918585488,0.05333152238573369,0.12667651998484702,85,2023-05-08,3
glomeruli_diagnostics,a-terp @ -3,7,DC1,0.11447191536286434,5.0,-0.32144275716150156,0.03691263252330051,0.08767729894734867,0.036755628288063565,0.08730437221934628,85,2023-05-09,1
glomeruli_diagnostics,a-terp @ -3,8,DC1,0.5092593054837188,16.666666666666668,0.7983210155871965,0.18911963602079945,0.4492093283713265,0.18871304972971287,0.44824357802098264,85,2023-05-10,1
glomeruli_diagnostics,a-terp @ -3,9,DC1,0.02909674359054673,20.0,-0.48702445217903895,0.018416460891644493,0.0437439823921963,0.018237410167140845,0.04331868940099237,85,2023-06-22,1
glomeruli_diagnostics,a-terp @ -3,10,DC1,0.06222848930603464,20.0,-0.4076123455672146,0.02580352575654953,0.06129022199173985,0.025766857789412127,0.06120312583801881,85,2023-11-19,1
glomeruli_diagnostics,a-terp @ -3,11,DC1,0.1646813855307793,23.333333333333332,-0.1358507517054743,0.06649068046248519,0.15793301289042525,0.06642175739901279,0.1577693023223258,85,2023-11-21,1
glomeruli_diagnostics,a-terp @ -3,12,DC1,0.3844780626248439,30.0,0.8187226292003982,0.14655941414557555,0.3481175058288946,0.1464617460589001,0.3478855182016872,85,2023-11-21,2
glomeruli_diagnostics,a-terp @ -3,13,DC1,0.60513828944381,13.333333333333334,0.8529850050731931,0.1528008839273647,0.3629426530622527,0.15269172293340916,0.36268336673000884,85,2023-11-21,3
glomeruli_diagnostics,a-terp @ -3,14,DC1,0.00506639803725293,10.0,-0.5837565405718895,0.0020469579112039433,0.0048620683068318115,0.0018118305548137734,0.004303578432019777,85,2024-01-05,1
glomeruli_diagnostics,carene @ -3,1,DC1,0.33778595385548443,13.333333333333334,0.5497828542428516,0.16387652710355427,0.38925024510895795,0.1638003808250288,0.38906937748804815,123,2023-04-22,2
glomeruli_diagnostics,carene @ -3,2,DC1,0.10071139825067006,10.0,-0.17501535127050238,0.08325874768904883,0.19776162284027463,0.08317466272041459,0.19756189872340843,123,2023-04-22,3
glomeruli_diagnostics,carene @ -3,3,DC1,0.2505207324866194,6.666666666666667,0.617997788815395,0.14334020799567224,0.3404710368375527,0.14319661394126232,0.34012996284810987,123,2023-04-26,2
glomeruli_diagnostics,carene @ -3,4,DC1,0.4895627466957025,10.0,1.3658024075113915,0.221634743709574,0.526441338722644,0.2215111949906043,0.5261478777249535,123,2023-04-26,3
glomeruli_diagnostics,carene @ -3,5,DC1,0.3651001386708852,10.0,0.2937792780944081,0.13344722681038879,0.3169725809006843,0.13341655716929654,0.31689973236329116,123,2023-05-08,1
glomeruli_diagnostics,carene @ -3,6,DC1,0.4324042018373113,13.333333333333334,1.002096953344452,0.21956860924693464,0.5215337210166485,0.2194525959880088,0.5212581587364921,123,2023-05-08,3
glomeruli_diagnostics,carene @ -3,7,DC1,0.26070449298100723,5.0,0.22022230462899356,0.08406681338454457,0.19968099332972306,0.08391749630870184,0.19932632564547315,123,2023-05-09,1
glomeruli_diagnostics,carene @ -3,8,DC1,0.5137485719760989,16.666666666666668,0.8109756303498283,0.19078677972518965,0.45316923713334023,0.19038102936231835,0.4522054723343651,123,2023-05-10,1
glomeruli_diagnostics,carene @ -3,9,DC1,0.20460933407868054,20.0,0.4279848319113908,0.12950520691084108,0.30760923741736945,0.12934641989254933,0.3072320761064568,123,2023-06-22,1
glomeruli_diagnostics,carene @ -3,10,DC1,0.7288561541703462,20.0,1.6240777275611278,0.3022258575885168,0.7178666232672665,0.30219959393431584,0.7178042401181001,123,2023-11-19,1
glomeruli_diagnostics,carene @ -3,11,DC1,0.4879880287502643,23.333333333333332,0.93988064584693,0.197026858770796,0.46799108099915926,0.1969675734828816,0.46785026270589963,123,2023-11-21,1
glomeruli_diagnostics,carene @ -3,12,DC1,0.7842820814122483,30.0,2.2647373180270325,0.29896093834827897,0.7101115735540122,0.29888071115382503,0.7099210126746871,123,2023-11-21,2
glomeruli_diagnostics,carene @ -3,13,DC1,0.7078282549005189,13.333333333333334,1.1144164132251992,0.17873068834723968,0.42453282039406187,0.17862486838984784,0.4242814699103763,123,2023-11-21,3
glomeruli_diagnostics,carene @ -3,14,DC1,0.6969881403766016,10.0,1.4625338213456136,0.28160151994942517,0.6688783476239013,0.28143225834259095,0.6684763063852185,123,2024-01-05,1
megamat,2h @ -3,1,DC1,0.3267938075582003,0.0,0.5118822653340928,0.15854369801444482,0.37658336067621473,0.15846706607189684,0.37640133947435506,131,2023-04-22,2
megamat,2h @ -3,2,DC1,0.10083229334454817,10.0,-0.1743889803709171,0.08335869242512516,0.19799901811403753,0.08327461662358138,0.19779931577144413,131,2023-04-22,3
megamat,2h @ -3,3,DC1,0.01981833723565843,0.0,-0.6111092496618628,0.011339439068738088,0.02693417730359422,0.011173718931404269,0.02654054799488964,131,2023-04-26,2
megamat,2h @ -3,4,DC1,0.24470541297320816,0.0,0.31070598494878715,0.11078298308995607,0.26313898691798476,0.11064183904166067,0.2628037323433016,131,2023-04-26,3
